id,sexo,idade,pergunta1,pergunta2,pergunta3,street1,street2,street3,street4,street5,street6,street7,street8,street9,street10,data_inicio,data_fim,duracao,duracao1,duracao2,duracao3,duracao4,duracao5,duracao6,duracao7,duracao8,duracao9,duracao10,data_criado,soma_poi
33,Masculino,24-30,SIM,SIM,9,bar do cuscuz. No açude velho. Do lado dos três pandeiros,"No açude novo, perto da Clipse, na saída da integração lado centro, perto do semáforo e em frente a faixa de pedestre ","estacionamento perto da antiga infogenius. Fica na rua ao lado do nord hotel (antigo ouro branco, onigrat). Não é a rua que vai para a feira, mas sim a que vai para a praça da morgação.","Escola municipal francisco da mota, na rua da ipelsa","Rua da UFCG, vizinho a fofex, na subida da ladeira sentido ufcg-centro. Fica perto da entrada lateral da UFCG","Galpão por trás do posto distrito. Entra na rua ao lado da oficina quatro rodas, primeira a direita","Igreja baptista, esquina com o antigo hotel ouro branco. Perto da praça dos hippies.","upa alto branco, perto do atacadão, final da manoel tavares, perto da saída para lagoa seca.","Posto de esquina perto do luiza motta. Fica em frente ao luiza motta, perto do semáforo. ","Polícia federal. Avenida Brasília, perto do shopping, vizinho a fiori e a PRF. Em frente ao posto, mas do outro lado da rua, sentido centro. Fica antes da esquina do autoshopping. É um lugar recuado.",2019-09-23 10:25:22,2019-09-23 10:39:08,00:13:08,00:01:29,00:01:06,00:01:30,00:02:01,00:00:58,00:01:29,00:01:07,00:00:40,00:01:05,00:01:43,2019-09-23 13:39:08,37
34,Masculino,18-24,SIM,SIM,5,"Em frente ao bar do cuzcuz, que fica em frente ao açude velho, próximo ao museu","Lateral do terminal de integração, no sentido onde os ônibus saem em direção à praça da bandeira ",Local próximo à Lins imóveis,"EM frente à Escola Municipal Manoel Francisco da motta, rua vieria da rocha bodocongó","Prédio ao lado da fofex e em frente ao edifício boa vontade, bodoncongó",POr trás do posto distrito e automecanica pon,"EM frente à 1ª igreja batista, que fica no centro proximo à praça dos pombos","UPA do alto branco, localizada próximo à entrada de campina","posto em frente ao shopping luiza motta que fica no catolé
"," AVenida manoel tavares, em frente à nissan",2019-09-23 10:25:23,2019-09-23 10:40:52,00:13:30,00:00:53,00:01:01,00:01:53,00:01:57,00:01:57,00:02:04,00:00:43,00:00:56,00:00:35,00:01:31,2019-09-23 13:40:52,23
35,Feminino,30-40,SIM,SIM,7,Em frente ao bar do cuscuz no açude velho logo na esquina de quem vem descendo a vila nova da rainha e entra na rua do açude,"no açude novo, em frente ao hospital da clipsi e ao manaim center, uma galeria por trás do teatro municipal. Também atrás do terminal de integração","em frente a um estacionamento rotativo situado próximo ao burgiff . Vindo da unesc, passa pela praça coronel antônio pessoa (da morgação) e continua a direita.","escola municipal manoel francisco da mota em campina grande, rua calçada, bairro residencial, logo após um fiteiro laranja","Prédio sem reboco da aço brasil, em frente ao supermercado germano e a prédio verdes. Rua asfaltada.","Oficina no distrito dos mecânicos sem nome na fachada, vizinho a rv peças e acessórios, próximo a oficina quatro rodas","Igreja batista em frente à praça clementino procópio e ao nord hotel, antigo onígrat. vindo pela 13 de maio até o fim, encontra a igreja","U0pa dr raimundo maia de oliveira na manoel tavares, em frente ao restaurante campina grill logo depois do atacadão supermercado atacadista",posto de combustível feliz na esquina da vigário calisto em frente ao luiza mota,"Polícia federal na av. Severino bezerra ou av. brasília no sentido de quem entra em Campina, em frente à nissan e após o extra",2019-09-23 10:25:22,2019-09-23 10:41:21,00:14:04,00:01:17,00:01:18,00:01:56,00:01:39,00:01:36,00:02:00,00:01:27,00:01:08,00:00:44,00:00:59,2019-09-23 13:41:21,40
36,Masculino,18-24,SIM,SIM,8,"Em frente ao bar do cuscuz, no açude velho, ao lado da academia smartFit.","Local é o ""açude novo""próximo a integração e o hospital da clipse. Entre a integração e o hospital da clipse. ","Na subida da rua da faculdade UNESC no bairro do centro, ao lado direito da rua um estacionamento rotativo com faixada amarela.",Próximo ao canal d ,"No bairro de bodocongó, em frente ao mercadinho do Germano e em frente a empresa Aço Brasil. Na rua que desce para UFCG","No Distrito dos Mecânicos, na rua João Monteiro, na oficina peças e acessórios.","Na descida da praça Clementino Procópio, no bairro do centro, em frente à ótica Paulista","Na Avenida Manoel Tavares, em frente ao restaurante Campina Grill e em frente a UPA. ","Cruzamento da rua Vigario Calixto com a João Quirino, próximo ao Luiza Motta e aos Postos Feliz","Avenida Brasília no sentido de chegada em Campina Grande. Após o Shopping Partage, em frente a Polícia Federal e a concessionária NISCAR da Nissan.  ",2019-09-23 10:25:22,2019-09-23 10:42:21,00:14:58,00:02:04,00:01:32,00:01:55,00:02:07,00:01:06,00:01:37,00:01:15,00:00:40,00:01:24,00:01:18,2019-09-23 13:42:21,33
37,Masculino,18-24,SIM,SIM,6,Bar do cuscuz. De frente para o açude. Próximo ao Bob's,Próximo ao terminal de integração. Próximo ao parque do povo. Próximo ao lindo olhar,Estacionamento rotativo. Ao lado da Feitosa Imóveis. Perto da corretora Lins,Próximo a Escola Municipal Francisco da Motta. Rua não asfaltada ,Próximo ao Supermercado Germano. Rua da Aço Brasil. Rua da Fofex,Rua da RV peças e acessórios. Rua não asfaltada ,Próximo ao hotel Nord. Na frente da igreja Batista. Alguma rua no centro. Perto da copiadora Copifa,De frente pra UPA. Próximo ao Campina Grill. Perto do Atakadão,Próximo ao shopping Luiza Motta. Perto do Posto de gasolina Feliz.,Perto da Polícia Federal. Próximo a Nissan e Jeep. Perto do shopping Partage,2019-09-23 16:25:38,2019-09-23 16:42:23,00:14:41,00:01:29,00:01:24,00:01:53,00:01:27,00:01:00,00:01:30,00:01:38,00:01:09,00:01:19,00:01:52,2019-09-23 19:42:23,27
38,Masculino,24-30,NÃO,SIM,6,"Bar do Cuscuz, em frente ao açude velho","Açude novo, próximo ao parque do povo",Não sei,"Escola situada em bodocongó, próxima ao açude com o mesmo nome",Empresa localizada próxima à UFCG e ao mercado Germano,"Empresa de serviços elétricos e mecânicos, próxima ao bairro do pedregal e conjunto dos professores",Igreja batista situada próxima à praça da bandeira,"UPA localizada próxima ao atacadão, na rua manoel tavares",Posto situado em frente ao shopping Luiza Motta,"Polícia federal situada próxima ao shopping Boulevard, na entrada da cidade, ao lado de lojas concessionárias de veículos, como a Fiat",2019-09-23 17:22:17,2019-09-23 17:30:47,00:06:57,00:00:20,00:00:18,00:00:15,00:01:29,00:00:35,00:01:11,00:00:26,00:01:19,00:00:25,00:00:39,2019-09-23 20:30:47,23
39,Masculino,18-24,SIM,SIM,4,Do lado do açude velho na frente do bar do cuscuz,Do lado do açude novo entre a integração e a clínica CLIPSI,Do lado da feitosa imóveis pero do hotel Nord,Na frente da Escola Manoel Francisco da Motta,Na frente da Aço Brasil perto da UFCG e do lado da Fofex,Nuns armazens perto do proto distrito entrando a direiota,Na frente da 1° igreja batista no centro perto do hotel nord e da praça que fica do lado da praça da bandeira,Na frente da UPA do lado do atacadão,"No posto feliz, que fica do lado do shopping Luíza Motta",Na frente da polícia federal na frente do shopping Partage,2019-09-24 14:15:30,2019-09-24 14:35:39,00:15:08,00:00:38,00:01:25,00:01:54,00:02:23,00:01:13,00:02:06,00:01:57,00:00:37,00:01:11,00:01:44,2019-09-24 17:35:39,23
40,Masculino,24-30,SIM,SIM,5,Bar do cuscus próximo ao açude velho sentido casa da cidadania.,Açude nove nas proximidades do parque do povo sentido integração.,Estacionamento rotativo vindo do açude novo sentido centro após a cachaçaria.,Escola Municipal Manoel Francisco da Motta,Aço Brazil de frente ao supermercado do germano vindo do centro sentido UFCG.,Torneiro mecânico próximo à lateral da oficina quatro rodas,Igreja baptista no centro ao lado do hotel nord.,UPA 24h próximo ao atacadão de frente ao campina grill.,Posto feliz ao lado do Shoping Luiza mota.,Sede da polícia federal de frente a Nissan depois do extra de frente ao Shopping.,2019-09-24 14:15:47,2019-09-24 14:53:50,00:10:18,00:01:02,00:00:26,00:01:19,00:02:37,00:00:33,00:01:21,00:00:50,00:00:40,00:00:34,00:00:56,2019-09-24 17:53:50,28
41,Masculino,18-24,SIM,SIM,5,"Em frente ao Açude Velho, próximo ao museu dos três pandeiros.","Em frente ao Parque do Povo, e próximo à integração.","No centro da cidade, perto da Praça da Morgação, e ao lado da pracinha que tem uma escultura de um cubo.",Não sei onde fica isso...,"Na rua que descendo chega na UFCG, próximo à fábrica da Fofex.",Não sei onde fica.,"No centro da cidade, perto da praça, próximo ao Cirne Center","Descendo na Manoel Tavares, na rua do Atacadão.",Em frente ao Luíza Mota.,"Na principal do shopping, do lado da Fiori.",2019-09-24 15:59:18,2019-09-24 16:06:22,00:05:50,00:00:37,00:00:37,00:01:01,00:00:34,00:00:34,00:00:28,00:00:50,00:00:27,00:00:17,00:00:25,2019-09-24 19:06:22,17
42,Masculino,18-24,SIM,SIM,4,próximo ao açude velho e ao museu dos três pandeiros,de frente ao hospital da clipse e da integração,"acredito que fica na mesma rua do hospital da clipse, mas não tenho certeza exatamente. Creio que fica no centro.",não sei onde fica,não sei onde fica,não faço a menor ideia,"próximo à praça da bandeira e ao shopping cirne center, fica no centro da cidade. próximo do antigo hotel onigrat","próximo à saída de campina para lagoa seca, fica de frente ao campina grill restaurante","fica em frente ao shopping luiza motta, creio que é catolé ou sandra cavalcante","avenida brasília, próximo ao shopping partage e ao supermercado extra",2019-09-24 16:12:35,2019-09-24 16:19:03,00:05:00,00:00:27,00:00:24,00:00:37,00:00:08,00:00:09,00:00:50,00:00:44,00:00:41,00:00:36,00:00:24,2019-09-24 19:19:03,17
43,Masculino,24-30,SIM,SIM,10,"Em frente ao bar do cuscuz, no açude Velho, perto da esquina da Vila Nova da Rainha","Na esquina atrás do Teatro, perto da integração, perto dos fundos da CLIPSI","Em frente a um estacionamento rotativo. Indo de carro é antes da Bifurcação da Maçonaria do centro, a bifurcação que pega a Rua João da Mata.","Em frente a uma escola Municipal, se chama Escola Manoel Francisco da Motta. Tem um trailer e um terreno baldio perto.","Em frente ao Supermercado Germano. Na rua que vai pra UFCG, perto da Fofex.",É no distrito dos mecânicos. Tem um orelhão perto. Em frente a uma oficina azul e amarelo igual a camisa do Boca Juniors. É quase de esquina.,"Em frente a igreja Batista dos crentes, em frente a Praça Clementino Procópio. Na esquina com a rua cel. João Lourenço Porto.","Em frente a UPA do Atacadão, Campina Grill. Saída pro Brejo.","Na esquina do posto Feliz em frente ao Luiza Motta, no catolé.",Mesmo na entrada da PF na av Brasília,2019-09-24 17:01:25,2019-09-24 17:14:47,00:10:03,00:01:07,00:00:47,00:01:30,00:01:07,00:00:53,00:01:13,00:01:20,00:00:52,00:00:47,00:00:27,2019-09-24 20:14:47,28
44,Masculino,24-30,SIM,SIM,6,"Bar do cuscuz, em frente ao açude velho.","Parque do açude novo, vizinho ao terminal de integração e em frente ao teatro municipal.",Em frente a um salão de festa e vizinho a feitosa imobiliaria.,Escola de lado do residencial san pratick.,Em frente ao supermercado germano e vizinho da fofex fabrica de papel.,"No distrito dos mecanicos, vizinho a um restaurante de esquina com a rua principal e vizinho a uma oficina eletrica","Em frente a praça dos hippies e em frente ao nord hotel, no cruzamento do semaforo",Em frente ao restaurante campina grill e ao supermercado atacadao,"Em frente ao shopping luiza mota, no cruzamento do semaforo","Em frente a nissan, proximo ao shopping partage e vizinho a fiat jeep",2019-09-25 14:30:35,2019-09-25 14:41:36,00:09:44,00:00:26,00:00:33,00:01:28,00:01:29,00:00:36,00:01:53,00:01:12,00:00:48,00:00:25,00:00:54,2019-09-25 17:41:36,23
45,Masculino,24-30,SIM,SIM,9,"Estou em frente a entrada do Restaurante Bar do Cuscuz, próximo ao açude velho.","Estou em frente ao açude novo, próximo ao terminal de integração, na faixa de pedestre entre o Hospital Clipsi e o Teatro Severino Cabral","Estou entre Feitosa imoveis e ao Digna, ambos na mesma rua, sentido centro.","Estou na escola Manoel Francisco da Motta, duas ruas acima do canal de Bodocongó.","Estou na rua Arrojado Lisboa, em frente ao mercadinho de Germano e em frente também ao Aço Brasil","Estou no distrito dos mecânicos, próximo a Sucata Campinense, na ultima rua de oficinas antes da pista.","Estou na primeira igreja batista de Campina Grande, mais precisamente no sinal da praça Clementino Procópio.","Estou em frente a UPA - Unidade Alto Branco, fica na rua Manoel Tavares em frente ao Campina Grill.","Estou no cruzamento da rua Vigário Calixto com a João Quirino, no posto Feliz ao lado do Shopping Luiza Motta","Estou na Avenida Brasília em frente a sede da Policia Federal e em frente também a concessionária da Nissan, Niscar.",2019-09-25 15:54:08,2019-09-25 16:09:52,00:15:21,00:01:21,00:01:33,00:01:58,00:01:54,00:01:10,00:01:42,00:01:22,00:01:05,00:01:41,00:01:35,2019-09-25 19:09:52,29
46,Masculino,18-24,SIM,SIM,6,"Bar do cuscuz, na esquina com a rua vila nova da rainha em frente ao açude velho","Frente do Maanaim center, ao lado do Açude novo",Rua antes da joão da mata,Rua do estacionamento da escola municipal manoel francisco da motta,,Rua em frente a RV peças e acessórios,"Rua na lateral do hotel nord easy, na frente da igreja baptista",Entrada da upa,Cruzamento do luiza motta com o posto feliz,"Avenida brasília, entrada da polícia federal",2019-09-26 23:07:56,2019-09-26 23:18:43,00:09:37,00:01:41,00:00:56,00:02:01,00:00:55,00:00:29,00:00:39,00:01:22,00:00:16,00:00:52,00:00:26,2019-09-27 02:18:43,15
47,Masculino,18-24,NÃO,SIM,7,Bar do cuscuz em frente ao acude velho.,"Acude novo ao lado do terminal de integracao, proximo a galeria de lojas e hospital.",,Escola municipal manoel francisco da motta em frente a algumas casas entre rua larga,"super mercado germano, próximo a fábrica fofex, descendo a rua paralela a ufcg",,igreja batista ao lado do nord hotel em frente a praca dos hippies no centro da cidade ,"upa localizada na saída de campina grande que da acesso a lagoa seca, em frente fica o restaurante campina grill e mais a frente o super mercado atacadao",posto feliz ao lado do shopping luiza motta ,policia federal ao lado da loja da jeep em frente a loja da nissan proximo ao shopping partage,2019-09-27 20:18:57,2019-09-27 20:42:22,00:19:34,00:01:07,00:01:48,00:02:37,00:01:58,00:02:02,00:02:42,00:02:01,00:01:50,00:01:25,00:02:04,2019-09-27 23:42:23,26
48,Masculino,Mais de 40,NÃO,NÃO,6,"Próximo ao açude na direção da antiga cavesa, após o sinal que dá acesso ao caminho do shoping ","Praça próximo ao parque do povo, hospital da Clips e da integração",,"Em frente a uma escola municipal a escola Manoel Francisco da Mota, próximo a uma pequena praça onde vende lançes","Na rua que dá acesso a UFCG em frente ao supermercado Germano, depois do Residencial Vaemi e Residencial Germano","Em frente a oficinas, próximo a oficina quatro rodas e a sucata campinense","Em frente a igreja batista no centro, próximo a praça, ao lado do Hotel Nord, após o estacionamento rotativo ","Em frente a UPA, próximo a o Atacadão e ao Campina Gril. Próximo ao giradouro de entrada na Cidade de Campina Grande","Em frente ao posto feliz, próximo ao sinal, ao lado do roçado hortifruti, no caminho para o Shoping Luiza Mota","Em frente a Polícia Federal, próximo a Nissan, ao lado da Fiori e Jeep, na Rua do Partage Shopping",2019-09-29 21:50:50,2019-09-29 22:08:03,00:15:44,00:01:54,00:01:12,00:00:06,00:02:02,00:01:53,00:01:53,00:02:01,00:01:26,00:01:50,00:01:27,2019-09-30 01:08:03,32
49,Feminino,Mais de 40,NÃO,NÃO,4,"Estou na porta do Bar do Cuszuz, na frente do Açude velho. A ","Estou na entrada lateral do parque do povo, em frente ao hospital de campina grande",,"Estou na frente da escola Municipal Manoel Francisco da Mota que fica numa rua larga de calçamento, de esquina, muro baixo, com portão grande de ferro na cor laranja",,Estou na frente a uma mecânica  RV Peças e Acessórios. É numa a cheia de de oficinas e lojas desses segmento,"Estou na frente de uma Igreja Batista, ao lado da Paulista Laboratório Ótico. Esquina com a NNorde, numa avenida movimenta co","De frente da UPA que fica na frente de uma estabelecimento comercial, casa amarelada de esquina com a Campina Gril, que por sua vez fica ao la",Estou no posto Feliz. Fico numa avenida que tem uns gelos baianos no meio e sentido duplo a pista. Ao lado do Luiza Mota,,2019-09-29 22:47:05,2019-09-29 23:15:10,00:19:48,00:01:48,00:02:02,00:02:23,00:02:26,00:01:01,00:02:18,00:02:11,00:02:14,00:02:00,00:01:25,2019-09-30 02:15:10,16
50,Feminino,24-30,NÃO,SIM,7,"Na entrada do Bar do Cuscuz, em frente ao Açude Velho.","Na praça do Açude Novo, ao lado do terminal de Integração, em frente ao Hospital da Clipsi.","Em frente ao Estacionamento rotativo, ao lado da Feitosa Imóveis.","Em frente a Escola Municipal Manoel Francisco da Motta, ao lado de um bar vermelho com anuncio da Redepharma.","Em Bodocongó, no predio da Aço Brasil, em frente ao mercadinho do Germano.","Em frente a um box de lojas, de cor azul, na oficina de elétrica e mecânica.","No centro, em frente à Primeira Igreja Batista de Campina, ao lado do Hotel Nord, em frente ao sinal da Praça","No Altiplano, na frente da UPA, em frente ao Campina Grill.","No Posto Feliz, ao lado do Shopping Luiza Motta, ","Na sede da Polícia Federal, em frente à Nissan, na rua principal do Catolé.",2019-09-29 23:25:36,2019-09-29 23:44:50,00:16:34,00:01:00,00:01:55,00:02:03,00:01:56,00:01:58,00:01:52,00:01:57,00:00:56,00:01:05,00:01:52,2019-09-30 02:44:50,26
51,Masculino,18-24,SIM,SIM,5,Bar do cuscuz fica na frente do açude velho. Perto da Korpus do açude. ,Fica do lado da Integração de Ônibus.,Não sei,Não sei,"Fica na frente do supermercado Germano, Próximo a UFCG. Só subir a ladeira no sentido para Monte Santo.",Não sei,"Fica bem perto do cruzamento principal da Avenida Floriano Peixoto, no centro. É uma Igreja de esquina e verde. Na outra esquina fica o Nord Hotel",Fica lá no Alto branco.,"Fica na Vigário Calixto, ao lado do shopping Luiza Motta.","Fica na Avenida já na saída de Campina Grande. A Avenida que tem o shopping Partage. Fica bem na frente da Nissan, ao lado da Jeep",2019-10-02 08:55:13,2019-10-02 09:15:33,00:07:19,00:01:22,00:00:36,00:00:21,00:00:25,00:00:43,00:00:15,00:01:13,00:00:30,00:00:58,00:00:56,2019-10-02 12:15:33,18
52,Feminino,24-30,SIM,SIM,5,"Entrada do bar do cuscuz, as margens do açude velho.","Açude Novo,  em frente ao  maanaim center, ao lado do terminal de integração, as margens do hospital da clipsi e parque do povo","Estacionamento rotativo, vizinho ao próximo ao  Lins Imoveis",Escola municipal Manoel Francisco da mota... ??,"Aço brazil, bodocongó , sentido UFCG em frente ao mercado Germano, próximo a fofex",,"Igreja Baptista ao lado do Hotel Nord, no centro, as margens da praça dos hippies","Upa manoel tavares próximo ao Atacadão, proximo a saida pra lagoa seca","Posto de Gasolina em frente ao shopping Luiza mota, no catolé","Policia Federal, na avenida Brasilia, vizinho a Fiori em frente a Nissan e Localiza.. próximo ao shopping partage ",2019-10-02 09:53:19,2019-10-02 10:12:25,00:16:06,00:00:51,00:01:53,00:02:09,00:01:35,00:01:27,00:02:06,00:01:58,00:01:02,00:01:16,00:01:49,2019-10-02 13:12:25,31
53,Masculino,18-24,SIM,SIM,5,"Entrada principal do Bar do cuscuz, em frente ao açude velho.","Açude novo, próximo ao hospita CLIPSI, ao lado do parque do povo.","Estacionamento rotativo, localizado no centro. vizinho a Feitosa imóveis. Próximo à Unesc.","Escola municipal manoel francisco da motta, ao lado de um pequeno comércio, próximo de um pequeno descampado,","Aço Brasil, em frente ao supermercado germano.","Oficina próximo a um pequeno descampado, provavelmente localizada no distrito dos mecânicos.","Primeira igreja Baptista localizada no centro de campina grande, em frente a praça dos hippies, vizinho ao Hotel Nord.",UPA 24H localizada em frente ao Campina Grill. Em uma das saídas de Campina Grande.,"Posto Feliz, ao lado do SHopping Luiza Motta no Catolé.",Polícia Federal na avenida brasília próximo ao shopping Partage.,2019-10-04 16:36:21,2019-10-04 16:50:17,00:10:34,00:00:52,00:00:51,00:01:27,00:01:32,00:00:47,00:01:33,00:01:09,00:01:04,00:00:44,00:00:35,2019-10-04 19:50:18,29
54,Masculino,30-40,NÃO,NÃO,3,bar do cuscuz em frente ao açude velho,praça perto do parque do povo,estacionamento rotativo que fica ao lado de imo,escola do municipio que fica aparentemente em um bairro de periferia,bairro bodocongo predio que esta em construcao e fica em frente ao mercadinho germano,mercado distrito dos mecanicos ao lado de uma oficina eletrica,igreja batista esquina com o nord hotel aparentemente no centro da cidade em frente a uma praca que tem um fiteiro roxo da vivo na esquina,upa fica em frente a um restaurante cujo nome  chama-se campina grill fica a 100 metros do atacadão,posto feliz  fica em frente a um shopping comercial,policia federal ao lado da concessionaria jeep na mesma rua da fiat e do extra de frente para a nissan perto do shopping,2019-10-06 10:24:40,2019-10-06 10:41:41,00:16:23,00:01:07,00:01:08,00:02:05,00:01:36,00:01:22,00:01:55,00:01:48,00:01:55,00:01:25,00:02:02,2019-10-06 13:41:41,29
55,Masculino,Mais de 40,NÃO,SIM,10,Em frente ao açude velho,"Praça ao lado do parque do povo, por trás do teatro",Estacionamento rotativo ao lado da Feitosa Imóveis,"Em frente a escola municipal Manoel Francisco da Motta, não sei qual o bairro.",Na aço brasil. em frente ao supermercado germano,No distrito dos mecânicos em uma rua com muitas oficinas,"Igreja Batista, ao lado do antigo hotel ouro branco, em frente a praça da ternura.","Na UPA, na mesma rua do campina grill e do atacadão","Posto de combustível, ao lado do Roçado Hortifruti","Polícia Federal no bairro do catolé, ao lado da Jeep e Fiat. na rua do shopping, em frente a nissan.",2019-10-07 08:30:54,2019-10-07 08:38:46,00:07:36,00:00:09,00:00:32,00:00:15,00:00:34,00:00:37,00:00:29,00:00:51,00:01:13,00:01:31,00:01:25,2019-10-07 11:38:46,25
56,Masculino,24-30,SIM,SIM,4,"O local fica antes do Museu dos Três Panderos, em uma esquina proxima ao açude velho","Fica ao lado da integração do centro, como também ao lado do Parque do Povo, próximo ao Hospital da clipse.",O local ffica ao lado de FEitosa Imooveis,é uma escola onde a entrada de uma rua de acess,"Em frente ao Supermercado Germano Material de Construção, próximo ao Edf. Boa Vontade.",Fica ao lado da RV peças e acessórios. Localizado no distrito dos mecânicos,Igreja ao lado do Hotel Nord.,,Posto ao lado do Luiza Motta,"O local fica em frente a Nissan, próximo ao shopping Partage.",2019-10-09 06:48:23,2019-10-09 07:08:01,00:12:16,00:01:59,00:01:51,00:02:03,00:02:12,00:01:17,00:01:09,00:00:30,00:00:01,00:00:17,00:00:56,2019-10-09 10:08:01,17
57,Masculino,18-24,SIM,SIM,5,"Bar do Cuscuz. Localizado as margens do açude velho, próximo ao museu dos três pandeiros.","Entrada do açude novo, ao lado da entrada do terminal de integração de campina grande. Em frente ao hospital da CLIPSI.","Estacionamento privado. Próximo ao cartório Ivandro Cunha Lima, hamburgueria The H e ao Lira Park.",Escola Municipal.,"Aço Brasil. Localizado em frente ao mercadinho Germano, próximo a universidade federal de Campina Grande, UFCG.","Esta localização é próxima a oficina quatro rodas, ao lado da RV Peças e Acessórios, no Bairro do Tambor.","Primeira Igreja Batista de Campina Grande. Está localizada ao lado do laboratório ótico paulista, na rua Venâncio Neiva.","Este hospital fica localizado em frente ao restaurante Campina Grill, na avenida Manoel Tavares.","Posto de combustível localizado na rua Vigário Calixto, ao lado do Shopping Luiza Motta.","Prédio da Polícia Federal, localizado na avenida Severino Cabral, ao lado da concessionária FIORI, próximo ao Partage Shopping.",2019-10-09 07:09:32,2019-10-09 07:26:34,00:14:59,00:01:27,00:01:21,00:02:02,00:01:54,00:01:12,00:01:15,00:01:31,00:00:39,00:01:54,00:01:44,2019-10-09 10:26:34,32